HGNC symbol,Chromosome Name,Gene Start (bp),Gene End (bp)
LINC00460,13,107028911,107030565
RPL35P9,13,107078121,107078470
LINC00443,13,107306264,107324511
MEPE,4,88742563,88767969
ATP5G1P5,13,107315785,107316195
PSMA2P2,8,94951592,94955105
SSRP1,11,57093459,57103351
PPIAP24,13,107516164,107516634
GPM6B,X,13789150,13956757
PDLIM5,4,95373037,95589377
FTO-IT1,16,54073305,54074638
CRNDE,16,54952775,54963101
TDGF1P5,8,54985674,54986126
P2RX3,11,57105848,57138073
FAM155A-IT1,13,108440690,108487799
HCFC2P1,13,109132574,109134165
MYO16-AS2,13,109753609,109754267
MYO16-AS1,13,109816250,109853831
RAET1E,6,150204511,150219238
SBF1P1,8,56362069,56367699
LINC00676,13,110380629,110382354
SPP1,4,88896819,88904562
C10orf62,10,99349450,99350690
MORN4,10,99374310,99393852
COL4A2-AS1,13,111154922,111160526
RPL21P107,13,111415021,111415480
ANKRD10-IT1,13,111547406,111551519
PARP1P1,13,111589106,111592131
PRG3,11,57144242,57148623
ATP6V1D,14,67761088,67826982
ARHGEF7-AS2,13,111766621,111768922
CBX3P2,18,2652169,2655394
RPL31P56,16,55386633,55387000
ARHGEF7-IT1,13,111774999,111796611
ARHGEF7-AS1,13,111796652,111797080
PRG2,11,57154267,57158130
LINC00354,13,112554299,112555490
RAET1G,6,150238014,150244257
LINC00404,13,112760409,112761196
NPM1P21,8,57013758,57014826
PISD,22,32014477,32058418
RPS17L,15,83205504,83209315
ULBP2,6,150263136,150270371
SDR16C6P,8,57285623,57307924
CES1P1,16,55794460,55828070
SEPT10P1,8,57389385,57390546
PDE8A,15,85523671,85682376
LINC00403,13,112761433,112762329
SLC43A3,11,57174427,57195053
GEMIN8,X,14026398,14048012
ATP11A-AS1,13,113399763,113409007
CPEB1,15,83211951,83317612
MCF2L-AS1,13,113621798,113623138
RPL31P59,18,3377914,3378245
GLRA2,X,14547420,14749934
RPL19P14,8,99794283,99794856
MRP63P7,8,99918488,99918745
ULBP1,6,150285143,150294844
AVPI1,10,99437181,99447080
EIF2S1,14,67826714,67853233
F10-AS1,13,113782469,113783194
RPL21P127,18,3406340,3406816
MARVELD1,10,99472930,99484694
KARSP2,13,113784730,113786368
LDHBP1,13,113930931,113932049
RAET1L,6,150339470,150346668
LINC00588,8,58192102,58197290
GRTP1-AS1,13,114005988,114016183
DCUN1D2-AS1,13,114110944,114116670
DCUN1D2-AS2,13,114123216,114130450
DLGAP1-AS1,18,3593730,3598350
ZFYVE27,10,99496878,99520663
LINC00552,13,114451484,114454062
ESR2,14,64550950,64804830
GAS6-AS1,13,114518603,114542321
PLEK2,14,67853700,67878917
LINC00454,13,114581673,114586528
LINC00453,13,114586640,114588308
LINC00452,13,114598076,114626485
DLGAP1-AS2,18,3602998,3608334
LINC00565,13,114629487,114631817
RASA3-IT1,13,114873044,114874295
CLCP2,13,115072121,115072541
GAPDHP62,8,101562952,101563941
DLGAP1-AS3,18,3878180,3897069
RPS26P6,8,101907974,101908387
FANCB,X,14861529,14891191
ULBP3,6,150384286,150390231
BMPR1B,4,95679119,96079599
DLGAP1-AS4,18,3962353,4013943
PRR14L,22,32072242,32146126
MT1L,16,56651388,56652730
PPP1R14C,6,150464212,150571493
MT1JP,16,56669651,56670998
TMEM229B,14,67913801,68000456
GAPDHP66,18,3977649,3978615
DLGAP1-AS5,18,4264602,4295405
IYD,6,150690028,150727105
PKD2,4,88928820,88998929
MOSPD2,X,14891563,14940449
NACAP1,8,102374022,102384935
PLEKHH1,14,68000018,68056329
MT1DP,16,56677617,56678698
MTHFD1,14,64854749,64926725
MT1CP,16,56682160,56683426
PPIAP14,18,5002758,5003253
PTGES3,12,57057127,57082159
LINC00526,18,5236723,5238597
LINC00667,18,5232875,5246507
DEPDC5,22,32149944,32303001
RPS24P17,16,56940446,56940868
PDCL3P1,8,61299821,61300554
RPS12P15,8,103515981,103516365
POU5F1P2,8,103633944,103634496
UNC5C,4,96083655,96470357
HMGB3P32,16,57637049,57637609
AP3B2,15,83328033,83378666
RTN4RL2,11,57228022,57245007
PLEKHG1,6,150920999,151164799
AKAP13,15,85923802,86292586
SLC43A1,11,57252007,57283259
NPM1P6,8,62114909,62115779
ABCG2,4,89011416,89152474
GEMIN8P2,16,58810444,58811467
NFS1,20,34220262,34287281
KRT8P3,8,62490779,62492230
NACA,12,57106212,57125412
WASH4P,16,64043,69452
RPL5P24,8,103935599,103936483
YTHDF3,8,64081112,64125346
MTND1P5,8,104097879,104098818
ASB9,X,15252900,15288589
RPS27P27,16,59122741,59122995
POLR3K,16,96407,103628
ZBTB25,14,64915824,64971931
GNPATP,16,60688139,60690553
PDHA2,4,96761239,96762625
AKAP5,14,64932217,64936425
SNRNP25,16,103010,107669
RPL6P27,18,6462143,6463014
ZBTB1,14,64970430,65000408
MTHFD1L,6,151186685,151423023
LINC00668,18,6919495,6929965
PPM1K,4,89183315,89205921
PIGH,14,68048672,68067004
ASB11,X,15298053,15333778
HSPA2,14,65002623,65009955
SCML2P1,18,6926943,6928209
STPG2,4,98105244,99064391
FSD2,15,83424114,83474822
PIGA,X,15337573,15353676
PPP1R36,14,65016620,65056098
TMCC1P1,8,106207218,106209197
TIMM10,11,57295936,57298276
IFITM8P,8,64321622,64322015
RFWD2P1,18,8412127,8414302
AKR1B1P6,18,8545633,8546815
RAP1GDS1,4,99182535,99365012
RPS4XP19,18,9020027,9020762
SFRP5,10,99526508,99531709
WHAMM,15,83478380,83503611
RBM12,20,34236847,34252878
RPS15AP34,16,63384667,63385053
SMTNL1,11,57308979,57318108
GOLGA7B,10,99609996,99627782
PLEKHG3,14,65170820,65213610
KRT18P8,18,9678245,9679490
UBE2L6,11,57319129,57335757
FIGF,X,15363713,15402498
ROMO1,20,34287194,34288906
HOMER2,15,83509838,83654661
RHBDF1,16,108058,126354
CRTAC1,10,99624757,99790585
PIR,X,15402921,15511687
HERC6,4,89299891,89364263
CCDC58P1,18,10623873,10624302
ARG2,14,68086515,68118437
SERPING1,11,57364860,57382326
SLC16A14P1,8,107227991,107229446
RBM39,20,34291531,34330234
VTI1B,14,68113792,68141548
RPL31P41,8,66067642,66068013
TAGLN2P1,8,107709655,107710241
HMGB1P46,8,108185428,108186037
PGAM1P13,8,108659507,108660260
SPTB,14,65213002,65346601
RPS17P14,8,109391060,109391774
PRIM1,12,57125406,57146157
RDH11,14,68143518,68162531
FAM103A1,15,83654959,83659809
C15orf40,15,83657193,83680393
KARSP3,16,68036335,68038855
MPG,16,127006,135852
HERC5,4,89378268,89427314
EEF1A1P37,8,112237814,112239278
PMM2P1,18,10636667,10637396
PTTG3P,8,67679632,67680240
NPRL3,16,134273,188859
SNHG6,8,67833919,67838633
BMX,X,15482369,15574652
BTBD1,15,83685174,83736106
NDUFS5P6,8,68761279,68761573
LINC00536,8,116962736,117337297
CHURC1,14,65381079,65411309
ACE2,X,15579156,15620271
TSPAN5,4,99391518,99579780
RPL31P40,8,69205681,69206053
RPS15AP25,8,69437752,69438141
PYURF,4,89442136,89444964
RPS10P16,8,118535510,118536300
CHURC1-FNTB,14,65381203,65529368
RPS26P35,8,119774095,119774440
RDH12,14,68168603,68201169
C22orf24,22,32329507,32341504
MAL2,8,120177273,120257913
KLHL25,15,86302554,86338261
TM6SF1,15,83776159,83813606
YWHAH,22,32340447,32353590
ZFYVE26,14,68194091,68283307
SLC5A1,22,32439019,32509016
HERC3,4,89442199,89629693
TMEM27,X,15645441,15683154
CA5B,X,15706953,15805747
BTF3P12,8,71185604,71186072
AGBL1,15,86685227,87572283
TRAPPC2P2,8,72361046,72361454
GPX2,14,65405870,65409531
ZRSR2,X,15808595,15841383
RPS20P20,8,72808226,72808565
RPL35AP19,8,122392377,122392705
HAS2-AS1,8,122651533,122656933
EIF4E,4,99792835,99851788
AP1S2,X,15843929,15873054
RAB15,14,65412532,65439494
C22orf42,22,32544993,32555309
HBZ,16,202686,204502
HAUS1P3,8,73530957,73531618
PIGY,4,89442724,89442940
NAP1L5,4,89617066,89619386
NTRK3,15,88402982,88799999
ATXN7L3B,12,74931551,74935223
RFPL2,22,32586422,32600718
FAM13A,4,89647106,90032549
KCNC2,12,75433857,75603648
GRPR,X,16141679,16171144
PHF20,20,34359896,34538303
GAPDHP63,6,80662722,80663728
RPL35AP18,6,80673932,80674236
AK4P5,6,80787446,80788079
RPL17P25,6,81083732,81084286
MRPS36P3,8,123103719,123103848
HBM,16,203891,216767
CASP7,10,115438942,115490662
HBA2,16,222846,223709
BNC1,15,83924655,83953466
MAGEB17,X,16185604,16189587
ANKRD20A5P,18,14179096,14249455
HMGB1P19,8,124135346,124135922
FNTB,14,65453438,65529368
MAP4K2,11,64556290,64570713
UBA52P5,8,124249092,124249302
KRT33B,HSCHR17_1_CTG4,39519746,39526052
DUSP22,6,292097,351355
CTPS2,X,16606126,16731059
C5orf30,HG1063_PATCH,102594406,102614364
DUTP2,8,124364421,124364883
IMPDH1P6,8,124412822,124414335
C11orf1,HG388_HG400_PATCH,111749658,111756698
SH3GL3,15,84115980,84287495
METAP1,4,99916771,99983964
SLC5A4,22,32614465,32651328
STAU2-AS1,8,74332239,74353761
RFPL3,22,32750872,32757148
RIPK3,14,24805227,24809251
CRYAB,HG388_HG400_PATCH,111779288,111794445
VENTXP6,8,74563524,74563837
RHOT1P1,18,14222007,14222330
CYP4F35P,18,14337422,14342524
HBA1,16,226679,227521
GYG1P1,8,74817592,74827245
RPS20P21,8,74894360,74894702
RFPL3-AS1,22,32755893,32778039
RPS3AP32,8,74968117,74968882
FAM3C2,X,23093875,23094884
ADAMTSL3,15,84322838,84708594
FER1L6-AS1,8,124996378,125053023
TERF1P2,18,14377545,14378756
FER1L6-AS2,8,125058314,125183763
FEM1AP2,18,14391912,14393908
RPL9P7,X,23854761,23855459
CAPS2,12,75669759,75784708
KRT31,HSCHR17_1_CTG4,39557276,39561144
ARF1P3,8,125164164,125164674
S100G,X,16668281,16672793
ZFX-AS1,X,24164342,24167771
LONRF2P1,18,14450215,14450882
SCAMP3,HSCHR1_2_CTG31,155241174,155247625
CXADRP3,18,14477954,14499277
C22orf28,22,32783569,32808242
IRF4,6,391739,411447
KRT37,HSCHR17_1_CTG4,39584330,39588100
TBC1D3P7,HSCHR17_1_CTG4,39479679,39485797
DCUN1D4,4,52709166,52783003
CLK2,HSCHR1_2_CTG31,155248063,155263686
HBQ1,16,230452,231180
SYAP1,X,16737755,16783459
MAX,14,65472892,65569413
HSPB2-C11orf52,HG388_HG400_PATCH,111783459,111797594
LAP3P1,6,83634548,83634841
C11orf52,HG388_HG400_PATCH,111788755,111797595
LUC7L,16,238968,279462
HCN3,HSCHR1_2_CTG31,155262778,155275043
SMARCE1P2,6,85139302,85140520
SNX19P3,18,14629831,14632805
SNRPEP9,X,24531567,24531804
FGF7P1,18,14888708,14890085
DIXDC1,HG388_HG400_PATCH,111797867,111893307
TXLNG,X,16804550,16862642
NFATC4,14,24834879,24848810
PLEKHS1,10,115511213,115543188
PKLR,HSCHR1_2_CTG31,155275034,155286629
BNIP3P3,18,15247428,15247996
HIGD1AP6,8,76214531,76214809
PKMP4,8,76288944,76289249
SCAND1,20,34541539,34547394
ZFHX4-AS1,8,77403435,77595513
HERC2,HSCHR15_1_CTG4,28356186,28567298
DUTP5,6,86136375,86136843
MRPL9P1,8,77515475,77516087
HIGD1AP18,8,77925987,77926264
ADH5,4,99992132,100009952
PKMP3,6,86369610,86370324
CNBD2,20,34556512,34618622
SNHG5,6,86370710,86388451
MYOM2,HG19_PATCH,1993155,2113475
PRKRIRP7,8,79672377,79674666
RPL3P9,8,80483388,80484570
RBBP7,X,16857406,16888537
GLIPR1L1,12,75728419,75764340
KIAA0196-AS1,8,126052926,126057231
CWC15,HG348_PATCH,94695787,94706777
FUT8,14,65877310,66210839
EXOC2,6,485133,693117
MEN1,11,64570988,64578766
NOSTRIN,HSCHR2_1_CTG12,169643049,169722026
MRPL23-AS1,11,2004467,2011150
H19,11,2016406,2022700
BPIFC,22,32809834,32860471
MRPL46,15,89002707,89010650
TIGD2,4,90033968,90036050
MTX1P1,HSCHR1_2_CTG31,155216170,155219520
GOLGA8F,HSCHR15_1_CTG4,28623776,28637136
GPRIN3,4,90165429,90229161
PCYT1B-AS1,X,24668190,24676354
EEF1B2P3,X,24806509,24807186
KDM4D,HG348_PATCH,94706846,94732679
RPP40P1,X,25609470,25609925
GLIPR1L2,12,75784850,75826468
SUMF2,7,56131695,56148363
SNCA,4,90645250,90759466
EPB41L1,20,34679426,34820721
MAGEB6P1,X,26178718,26180013
ADH4,4,100044808,100078949
GALNT9,HG996_PATCH,132680924,132910380
VENTXP1,X,26576454,26579169
MRPL13,8,121393000,121457642
DCLRE1A,10,115594488,115614142
KDM4E,HG348_PATCH,94758423,94760761
ST13P11,HG348_PATCH,94646212,94646931
RPSAP47,8,81471105,81471992
SLC25A51P3,8,81507050,81507938
DLAT,HG388_HG400_PATCH,111895537,111935113
HMGA1P1,X,26766146,26767207
PTP4A1P5,X,27445894,27446348
MRPS11,15,89010684,89022222
SMEK3P,X,27479451,27481413
CKS1BP7,8,81557174,81557408
HMGB1P41,8,81724377,81724816
LCTL,15,66839517,66858317
RCN1P1,6,87831411,87832406
HSPD1P10,6,88008490,88010165
UBE2HP1,8,82167105,82167464
SPC25,HSCHR2_1_CTG12,169690642,169786870
GLIPR1,12,75874460,75897633
C2orf68,2,85833777,85839189
ZSCAN2,15,85144217,85171027
MTBP,8,121457640,121554373
PCAT1,8,127859300,128033259
GOLGA8G,HSCHR15_1_CTG4,28776381,28789737
FBXO7,22,32870663,32894818
SFTPB,2,85884437,85895864
NHLRC2,10,115614420,115676953
RAD51B,14,68286496,69196935
DSEL,HSCHR18_2_CTG2,65243268,65253666
PIH1D2,HG388_HG400_PATCH,111934733,111944997
IGF2-AS,11,2161731,2169894
ST13P16,6,88154113,88154893
AKIRIN2-AS1,6,88410228,88411243
ACTBP8,6,88985601,88986708
RPL26P30,11,2356365,2357001
LRRC66,4,52859868,52883786
FTH1P11,8,82433917,82434467
IMPA1P,8,82517804,82543369
CKS1BP6,X,30635571,30635810
FTLP2,X,30648415,30648942
KRR1,12,75890684,75905416
G6PC2,HSCHR2_1_CTG12,169774739,169783494
NIPA2P4,8,82529455,82530795
MYO9B,19,17186591,17325346
SGCB,4,52886872,52904648
RPS26P34,8,82539504,82539852
GK-IT1,X,30689752,30690283
UBE2CP2,18,20480449,20480958
GK-AS1,X,30718115,30742291
RPS10P27,18,21252217,21252712
RPL23AP77,18,21289789,21290251
MGAM,HG7_PATCH,141607613,141806547
MMRN1,4,90800683,90875780
SMAD6,15,66994566,67074338
PVT1,8,128806779,129113499
REPS2,X,16964814,17171395
HNRNPA1P4,8,83203859,83204614
TAB3-AS1,X,30852740,30853417
TAB3-AS2,X,30872438,30872824
SNTB1,8,121547985,121825513
CASP8AP2,6,90539613,90584155
ABCB11,HSCHR2_1_CTG12,169796437,169904821
TPM3P3,8,85074353,85074706
DMD-AS1,X,31115794,31187673
DMD-AS2,X,31279225,31341747
ALG9-IT1,HG388_HG400_PATCH,111687938,111699936
NPM1P8,X,32224019,32224855
GNG5P3,HG388_HG400_PATCH,111734977,111735183
DMD-AS3,X,32773057,32774517
RPL37AP8,HG388_HG400_PATCH,111759922,111760194
CDC42BPG,11,64590859,64612041
TBCAP1,X,33059512,33059838
PPIHP1,HG388_HG400_PATCH,111900558,111901090
ADH6,4,100123795,100140694
OR9A4,HG7_PATCH,141618617,141619709
KCNQ1OT1,11,2629558,2721224
FAM190A,4,91048686,92523064
SPATA18,4,52917497,52963458
BHMT2,5,78365540,78385289
CLEC5A,HG7_PATCH,141627157,141646807
RAC1P1,18,22265736,22266315
ADRB1,10,115803806,115806667
WBP2P1,18,22596398,22597168
DET1,15,89054790,89089906
PHLDA1,12,76419227,76427712
TAS2R38,HG7_PATCH,141672431,141673573
KCNQ1-AS1,11,2861365,2882798
KCNQ1DN,11,2891263,2893335
AAR2,20,34824381,34858840
CARS-AS1,11,3050624,3062490
C10orf118,10,115880621,115933979
FTH1P14,X,34165153,34165703
HAS2,8,122624356,122653630
RPS24P18,18,23678803,23679190
GNLY,2,85912298,85925977
ACTBP6,8,85860820,85861909
DHFRP1,18,23749724,23751313
IGJP1,8,85892308,85892782
ABCB10P4,HSCHR15_1_CTG4,28763390,28765572
NPM1P2,18,23784833,23785868
ZHX2,8,123793633,123986750
ITFG3,16,284545,319942
DLGAP4,20,34894258,35157040
PRSS58,HG7_PATCH,141951963,141957878
TRBV2,HG7_PATCH,142000747,142001255
GPHN,14,66974125,67648520
TRBV3-1,HG7_PATCH,142008365,142008871
SMAD3,15,67356101,67487533
TRBV4-1,HG7_PATCH,142013007,142013489
MRGPRG-AS1,11,3239562,3244361
TRBV5-1,HG7_PATCH,142020496,142021363
TRBV6-1,HG7_PATCH,142028121,142028610
TRBV7-1,HG7_PATCH,142032006,142032527
TRBV4-2,HG7_PATCH,142045252,142045816
TSSC2,11,3402191,3430208
TRBV6-2,HG7_PATCH,142049015,142049495
NAP1L1,12,76438670,76478813
TRBV4-3,HG7_PATCH,142062481,142062934
TRBV6-3,HG7_PATCH,142070668,142071148
TRBV7-2,HG7_PATCH,142074311,142074850
FAM60BP,18,23835662,23836319
BHMT,5,78407602,78428108
TRBV6-4,HG7_PATCH,142102303,142102758
TRBV7-3,HG7_PATCH,142105845,142106351
NHS,X,17393543,17754114
TRBV5-3,HG7_PATCH,142110713,142111179
TRBV9,HG7_PATCH,142113402,142113923
OR7E12P,11,3412010,3412982
FAM86GP,11,3431582,3443726
TRBV10-1,HG7_PATCH,142121373,142121890
SIAH1P1,X,35644247,35645181
TRBV11-1,HG7_PATCH,142129179,142129643
KDM6B,17,7743222,7758114
ADH1A,4,100197524,100212185
TRBV10-2,HG7_PATCH,142146452,142146952
CIAPIN1P,18,24179372,24180302
TRBV6-5,HG7_PATCH,142172447,142172948
DERL1,8,124025458,124054663
TRBV7-4,HG7_PATCH,142176673,142177134
SYN3,22,32908539,33454358
TRBV5-4,HG7_PATCH,142184418,142185083
AEN,15,89164527,89175513
TRBV6-6,HG7_PATCH,142191056,142191532
TRBV5-5,HG7_PATCH,142204064,142204535
TRBV6-7,HG7_PATCH,142209379,142209811
WDR73,15,85185999,85197574
TRBV7-6,HG7_PATCH,142213648,142214185
RPS3AP39,11,3570975,3571749
CCDC26,8,130363937,130692485
TRBV5-6,HG7_PATCH,142221545,142222051
RPS24P14,11,3580887,3581252
TRBV6-8,HG7_PATCH,142228898,142229326
JMY,5,78532012,78623038
TRBV7-7,HG7_PATCH,142233142,142233643
TRBV5-7,HG7_PATCH,142241604,142242070
ZFP36L1,14,69254377,69263190
HMGB1P16,X,36229213,36229752
TRBV6-9,HG7_PATCH,142248910,142249342
RPS15AP40,X,36392908,36393298
ATOH8,2,85978467,86015189
TRBV7-8,HG7_PATCH,142253486,142254008
AQP4-AS1,18,24235706,24770662
TRBV5-8,HG7_PATCH,142261249,142262208
FTH1P18,X,37061096,37061650
TRBV7-9,HG7_PATCH,142270879,142271415
TRBV13,HG7_PATCH,142277448,142277943
TRBV10-3,HG7_PATCH,142285819,142286316
OR7E117P,11,3620825,3621936
USP46,4,53460340,53525502
TRBV11-3,HG7_PATCH,142296465,142296947
TRPC2,11,3631131,3658789
ADH1B,4,100226121,100242558
SCML1,X,17755588,17773105
SLC25A26,HG991_PATCH,66119285,66465398
HOMER1,5,78668459,78810040
JRK,HG418_PATCH,143738824,143763329
MOB1AP2,X,37150420,37151479
FTH1P19,X,37351274,37351801
HUS1B,6,655939,656963
FTH1P27,X,37364563,37365113
FAM47DP,X,37400330,37404515
TRBV12-3,HG7_PATCH,142302038,142302543
ST3GAL5,2,86066267,86116137
TDGF1P1,X,38254622,38255148
TRBV12-4,HG7_PATCH,142305349,142305854
TRBV12-5,HG7_PATCH,142322555,142323065
FTLP16,X,38344005,38344517
ACTN1,14,69340860,69446157
GOLGA2P1,8,87669616,87672521
TRBV14,HG7_PATCH,142329504,142329995
MYL9,20,35169887,35178228
TRBV15,HG7_PATCH,142334564,142335109
EHD1,11,64619114,64655768
TRBV16,HG7_PATCH,142339652,142340105
TRBV17,HG7_PATCH,142343262,142343994
WDR67,8,124054208,124164393
TRBV18,HG7_PATCH,142357299,142357998
PSCA,HG418_PATCH,143751669,143764085
TIMP3,22,33197687,33259030
TRBV19,HG7_PATCH,142360432,142361115
TRBV20-1,HG7_PATCH,142368231,142368981
TRBV23-1,HG7_PATCH,142387533,142388029
UBA52P9,18,24935370,24935728
PHKG1,7,56148440,56160689
LY6K,HG418_PATCH,143781472,143786488
RBM22P1,18,24998848,25000399
PA2G4P3,18,25032478,25033621
TGIF2,20,35201891,35222560
ATF1P1,6,93596969,93598299
TRBV24-1,HG7_PATCH,142396838,142397350
COPS5P,6,93801694,93802478
MTRNR2L6,HG7_PATCH,142406772,142408166
TRBV25-1,HG7_PATCH,142411213,142411717
THEM6,HG418_PATCH,143808564,143818288
MANEA-AS1,6,96023059,96025326
ARIH2P1,18,26231696,26233172
TRBV27,HG7_PATCH,142455848,142456363
ATG2A,11,64662007,64684722
TRBV28,HG7_PATCH,142461162,142461662
RAI2,X,17818171,17879457
TRBV29-1,HG7_PATCH,142480719,142481407
TMEM88,17,7758383,7759417
MID1IP1-AS1,X,38660821,38663136
MRPS36,HSCHR5_1_CTG1,68513587,68525954
RPS29P20,11,4040178,4040348
RRM1-AS1,11,4158346,4159487
OR55B1P,11,4167512,4168525
ERVMER34-1,4,53588785,53617807
BEND2,X,18181051,18239024
PRSS1,HG7_PATCH,142489985,142493589
LHX2,9,126763949,126795580
GAPDHP1,X,39646386,39647390
FOXQ1,6,1312675,1314992
RASL11B,4,53728457,53733000
ISG20,15,89179384,89199714
KRT18P50,6,96438983,96440225
SSU72P5,11,4254516,4255099
MIR1587,X,39696790,39707612
UFL1-AS1,6,96806250,96969545
SSU72P2,11,4263286,4263871
RPS11P7,X,39724678,39725142
RPS7P8,6,97096365,97096945
CDK7,HSCHR5_1_CTG1,68530666,68573234
PAPD4,5,78907943,78982471
LARGE,22,33668847,34318829
AAGAB,15,67493371,67547533
FOXF2,6,1390069,1395832
TDRD1,10,115939029,115992063
FOXC1,6,1610681,1614127
HPYR1,8,133572745,133573726
SSU72P6,11,4299935,4300422
SSU72P4,11,4308732,4309313
GMDS,6,1624041,2245926
PRSS2,HG7_PATCH,142531859,142535452
SSU72P3,11,4351095,4351679
SSU72P7,11,4359893,4360475
OR52B3P,11,4399512,4400457
OR51R1P,11,4439290,4440193
OR52P2P,11,4452553,4453507
SCFD2,4,53739149,54232242
OR52K3P,11,4496043,4497123
C20orf24,20,35234137,35240960
OR52M2P,11,4536196,4537154
OR51A9P,11,4682083,4682993
TRBC1,HG7_PATCH,142552587,142554261
TRBJ2-1,HG7_PATCH,142557258,142557307
MPC1L,X,40482836,40483112
MED14-AS1,X,40594652,40597950
TRBJ2-2,HG7_PATCH,142557453,142557503
TRBJ2-2P,HG7_PATCH,142557590,142557635
ST13P6,8,134420249,134421471
NEK6,9,127019885,127115586
MKRN4P,X,40693738,40695258
TRBJ2-3,HG7_PATCH,142557740,142557788
ADH1C,4,100257649,100274184
TSTD3,6,99968569,99979794
TRBJ2-4,HG7_PATCH,142557891,142557940
RPS2P55,X,40794198,40795117
TRBJ2-5,HG7_PATCH,142558012,142558059
TRBJ2-6,HG7_PATCH,142558132,142558184
MTND2P7,8,134767054,134767693
FIP1L1,4,54243810,55161439
TRBJ2-7,HG7_PATCH,142558349,142558395
TRBC2,HG7_PATCH,142561934,142563641
TRBV30,HG7_PATCH,142573479,142574292
SCML2,X,18257434,18372847
CCDC125,HSCHR5_1_CTG1,68577165,68628568
ACAN,15,89346674,89418585
R3HDM2P2,6,104465508,104467623
NPM1P10,6,104473415,104474638
POLR1A,2,86247339,86333278
EPHB6,HG7_PATCH,142615936,142632056
PPP2R5B,11,64685025,64701947
PGDP1,18,29542141,29543581
ZFAT-AS1,8,135610314,135612932
ADH7,4,100333418,100356894
LINC00577,6,105384169,105388402
SLA2,20,35240721,35274619
BVES-AS1,6,105584183,105617820
CASK-AS1,X,41379289,41381589
ATP5G2P4,X,41958007,41958426
RPL35P3,6,105750328,105750698
HNRNPA1P7,18,29991471,29993200
RPL21P65,6,107090338,107090803
TAF9,HSCHR5_1_CTG1,68646822,68665854
WBP11P1,18,30091626,30094597
IQCH,15,67547138,67794598
CDKL5,X,18443703,18671749
OR51N1P,11,4807963,4808935
MAPRE1P1,8,136637428,136638224
OR52Y1P,11,4815008,4816514
OR51A8P,11,4853363,4854302
GPHA2,11,64701943,64703360
CHCHD2,7,56169262,56174269
OR51H2P,11,4897787,4898692
RGS11,16,318300,325980
OR51A6P,11,4910823,4911826
C11orf85,11,64704989,64739557
TRPV6,HG7_PATCH,142632169,142646705
OR51A3P,11,4958601,4959524
NUPR1L,7,56182374,56184093
OR51A5P,11,4994173,4995114
ZNF479,7,57187321,57207571
ISX,22,35462129,35486030
OR51P1P,11,5036368,5037309
OR52J2P,11,5058243,5059181
RPS24P12,6,107550963,107551356
ZNF716,7,57509883,57533252
OR52E1,11,5090802,5091727
RPL23AP50,6,108253004,108253458
OR52S1P,11,5097360,5098296
PPP1R2P9,X,42636722,42637330
NDRG3,20,35280169,35374481
IMPDH1P4,X,43137374,43138907
ZNF727,7,63505821,63538927
VWA2,10,115999089,116051272
ZNF679,7,63688852,63727309
NDP-AS1,X,43808978,43828866
NYNRIN,14,24867992,24888494
OR52E3P,11,5113906,5114841
RAD17,HSCHR5_1_CTG1,68665134,68710869
RPL3P7,6,108325561,108326772
LSMD1,17,7760003,7788591
TATDN2P1,X,44143162,44145492
OSTM1-AS1,6,108444719,108480596
RRM2P3,X,44168560,44169722
FDPSP5,X,44335273,44336668
CBLN3,14,24895738,24900160
CHTF8P1,X,44492938,44494478
RPL19P20,X,44508375,44508965
BATF2,11,64755415,64764517
OR52J1P,11,5125383,5126314
C6orf195,6,2622147,2634837
ZNF736,7,63767837,63810017
KHNYN,14,24898492,24910540
C4orf17,4,100432161,100463460
SUMO2P8,6,108939203,108939488
LINC00222,6,109072857,109091145
